feature	aminoglycoside.antibiotic	tetracycline.antibiotic	phenicol.antibiotic	lincosamide.antibiotic.macrolide.antibiotic.streptogramin.A.antibiotic.streptogramin.B.antibiotic.streptogramin.antibiotic	glycopeptide.antibiotic	peptide.antibiotic	fluoroquinolone.antibiotic	disinfecting.agents.and.antiseptics	fluoroquinolone.antibiotic.macrolide.antibiotic.penam	phosphonic.acid.antibiotic	N.A	lincosamide.antibiotic.pleuromutilin.antibiotic.streptogramin.A.antibiotic.streptogramin.B.antibiotic.streptogramin.antibiotic	diaminopyrimidine.antibiotic.fluoroquinolone.antibiotic.glycylcycline.nitrofuran.antibiotic.tetracycline.antibiotic	carbapenem.cephalosporin.cephamycin.monobactam.penam.penem	cephalosporin.penam.penem	carbapenem.cephalosporin.cephamycin.disinfecting.agents.and.antiseptics.fluoroquinolone.antibiotic.glycylcycline.monobactam.penam.penem.phenicol.antibiotic.rifamycin.antibiotic.tetracycline.antibiotic	aminocoumarin.antibiotic.carbapenem.peptide.antibiotic.rifamycin.antibiotic	carbapenem.cephalosporin.cephamycin.penam	penam.penem	aminoglycoside.antibiotic.cephalosporin.disinfecting.agents.and.antiseptics.macrolide.antibiotic.peptide.antibiotic.rifamycin.antibiotic.tetracycline.antibiotic	fluoroquinolone.antibiotic.macrolide.antibiotic.rifamycin.antibiotic	aminoglycoside.antibiotic.carbapenem.cephalosporin.fluoroquinolone.antibiotic.macrolide.antibiotic.penam.penem.peptide.antibiotic
S00IK-0006	-0.721687031676202	6.49448005134241	0.369906587006155	-1.37864878373886	5.46696682364548	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0019	0.674148239838747	6.70662541105251	1.61525455078518	4.10710764711485	4.50696037362662	1.61525455078518	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0012	-0.721687031676202	7.58143324702196	0.505226307722985	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	0.505226307722985	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0029	-0.721687031676202	6.45000955645377	-1.22243401157399	0.975091446921524	2.39012894620037	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0034	-0.721687031676202	3.95343716401288	-1.22243401157399	2.4008961409841	-1.54044671700606	4.64687538263816	3.93622787398065	1.55289923442915	6.34431261261773	2.89970199795554	-1.6465414582195	2.09769220165358	4.59615243238303	4.02238451773037	1.49400554537558	2.4008961409841	4.60734701845152	2.85155754999366	0.678430116513008	2.81593364026294	-0.422498234086647	2.11849641028337
S00IK-0026	-0.721687031676202	6.72239785663092	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0028	-0.721687031676202	6.73737679202382	0.634809722301161	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0013	-0.721687031676202	5.42100060273256	-1.22243401157399	-1.37864878373886	-1.54044671700606	0.256463662039806	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0021	-0.721687031676202	7.04017920883612	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	1.03199482765976	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	3.16949835140969	-0.930121075844865
S00IK-0007	1.09799251867356	6.27234976643113	-1.22243401157399	-0.375938669658853	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0005	-0.721687031676202	7.07473288162365	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0031	-0.721687031676202	5.29887322852524	-1.22243401157399	0.893568324211353	1.63053391837756	3.95246201326492	4.01386255792906	0.0319948276597553	6.15891289073235	3.72184908512351	-1.6465414582195	-1.16965177401421	6.11259651151442	5.42194729656614	1.3086058234902	-0.436580448038444	5.64433971790259	0.308605823490197	1.43162984996348	3.22917135599579	-0.422498234086647	1.93309668839799
S00IK-0040	-0.721687031676202	4.67135028509168	-1.22243401157399	1.89159152916065	-1.54044671700606	6.9829066959066	3.55245414424107	1.61658448166078	7.13046388432045	4.35980906629867	1.29174479135352	3.69089004038947	7.1493892866283	5.96053888287814	0.432159910523356	-0.436580448038444	6.13046388432046	-0.863866710233053	3.33381385776573	5.03419592460345	3.96465499135038	4.29840852163453
S00IK-0027	-0.721687031676202	6.32806297668374	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	0.768759431134057	-0.422498234086647	-0.930121075844865
S00IK-0030	-0.721687031676202	6.54005232645262	-1.22243401157399	-1.37864878373886	-1.54044671700606	0.382864417347226	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0022	-0.721687031676202	5.72562082721814	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	1.70073486674891	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0015	-0.721687031676202	-0.66962507133254	-1.22243401157399	-1.37864878373886	5.13480830651855	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	0.136133289766947	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0008	-0.721687031676202	5.16264500698197	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0023	-0.721687031676202	1.73876467582527	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-0.20498484712649	-0.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	1.5203927727645	-0.930121075844865
S00IK-0025	-0.721687031676202	4.89973111818174	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	1.90701579992031	-0.930121075844865
S00IK-0020	-0.721687031676202	6.26070400478578	0.576752409433253	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0033	-0.721687031676202	2.67309322237716	-1.22243401157399	0.20969270153692	3.63227700986911	6.5681466724494	4.06695252942084	2.68362388986933	5.73807167389171	4.31694941215189	-0.100647419075231	-1.16965177401421	6.25598635381085	4.15310917317055	-0.729214619230005	2.53162079642428	5.96046409522816	1.62473020081576	1.26858639059049	4.92589973553633	-0.422498234086647	3.82112741361927
S00IK-0014	-0.721687031676202	5.31027599178248	-1.22243401157399	-1.37864878373886	1.32596299891739	1.91092549963854	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	0.577501765913353	-0.930121075844865
S00IK-0016	-0.721687031676202	7.15896415872734	-0.222434011573993	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	0.897860222143719	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	1.90881052170426	-0.930121075844865
S00IK-0032	0.329679069823564	4.9727856128987	-1.22243401157399	0.592713475657357	3.15267288416956	5.91464157054472	2.39107961448771	1.45520995190742	5.79916435312478	4.13927246407717	0.545407760879001	1.51202808390727	5.9578947684986	3.79916435312478	0.270785380769995	1.59271347565736	4.79916435312478	1.36594261381033	1.93540013071152	1.85574788149115	1.94455714844901	3.32967906982356
S00IK-0036	-0.721687031676202	8.33410259714117	-1.22243401157399	3.15655176906729	-1.54044671700606	3.40809053606326	1.39107961448771	3.14505613022946	4.29261331864332	1.43241538400964	0.0388567263975397	0.0741897995098207	4.86638123329598	2.79916435312478	3.34919684700969	1.0861624411759	3.29261331864332	-0.863866710233053	-0.321569883486992	3.24228164309318	2.43800611396755	0.764234346288534
S00IK-0001	2.87960845574413	6.65512273011287	-1.22243401157399	-0.063808015889501	3.45780763964853	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0035	-0.721687031676202	6.01800773786492	-1.22243401157399	0.30612048213986	2.49288899374559	3.36501417119343	3.84145221513642	0.0319948276597553	6.57146504866085	4.13440124305201	-1.6465414582195	-1.16965177401421	6.46789135183373	5.24953695377349	2.30612048213986	2.04308607630607	6.57146504866085	0.721157981418704	2.40808289308531	3.30612048213986	-0.422498234086647	4.36501417119343
S00IK-0009	-0.721687031676202	5.78307294786449	-1.22243401157399	-1.37864878373886	4.10745525286415	3.71373511392986	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	1.19017315787285	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	0.0698789241551353
S00IK-0018	-0.721687031676202	0.33037492866746	-1.22243401157399	-1.37864878373886	6.43387235552969	4.60721513402628	2.78409289611036	0.0319948276597553	5.60721513402628	1.43241538400964	-0.646541458219499	-1.16965177401421	5.57068925800117	2.79916435312478	-0.729214619230005	3.47876676856013	2.21915737388266	3.01814823497239	-0.321569883486992	2.0788361616715	1.0788361616715	-0.930121075844865
S00IK-0002	1.62135121626114	5.68960314896389	-1.22243401157399	-0.378648783738861	1.43231739187112	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0010	-0.721687031676202	5.67963940423778	2.03486750828132	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0003	-0.721687031676202	5.35944140140458	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	1.7817104699145	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0037	-0.721687031676202	6.68918238137825	-1.22243401157399	1.86070340297019	-1.54044671700606	5.61147479666142	4.91959709202375	3.3346345913026	6.21915737388266	4.59243234877025	1.55036328235804	4.08969960131506	6.88146196313698	5.80411987460382	2.27574090224903	4.12818371383517	3.21915737388266	3.0365532383696	1.81380242800116	4.79031407507879	3.68216527122317	4.20384798376724
S00IK-0024	-0.721687031676202	2.23608948395483	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	1.37215103353085	3.29261331864332	1.43241538400964	2.04731134322359	3.25985597860369	-0.102139777856281	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	2.31897099567168	-0.930121075844865
S00IK-0017	-0.721687031676202	3.07668058732852	-1.22243401157399	4.5452722052513	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	-0.102139777856281	2.79916435312478	-0.729214619230005	0.563419551961556	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0004	0.361031193619758	6.07337300081714	-1.22243401157399	0.887100005287345	4.03819144816608	0.302137504566189	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	4.20902810017471	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
S00IK-0038	1.89708365101308	5.80540699018697	-1.22243401157399	2.89708365101309	1.75813091062608	-0.743536337960194	1.39107961448771	1.3710148393455	4.84050012264672	2.43241538400964	-1.6465414582195	-1.16965177401421	4.58622072008867	3.84050012264672	2.31212115029193	-0.436580448038444	3.84050012264672	-0.863866710233053	-0.321569883486992	0.312121150291929	-0.422498234086647	1.31212115029193
S00IK-0039	0.278312968323798	7.44648818781615	-1.22243401157399	2.9743067814337	-0.540446717006055	4.44823796976611	4.14706843504555	3.40384385040766	6.55515317368262	2.98880635112881	1.07900416010039	4.15523974592748	6.99506534160049	5.74779825162502	2.80438177999139	-0.436580448038444	4.33276075234617	1.21941927927023	1.2783129683238	3.75191436009725	4.48173788501944	2.2783129683238
S00IK-0011	-0.721687031676202	5.52942125624562	-1.22243401157399	-1.37864878373886	-1.54044671700606	-0.743536337960194	1.39107961448771	0.0319948276597553	3.29261331864332	1.43241538400964	-1.6465414582195	-1.16965177401421	4.11532087622082	2.79916435312478	-0.729214619230005	-0.436580448038444	2.21915737388266	-0.863866710233053	-0.321569883486992	-0.687878849708071	-0.422498234086647	-0.930121075844865
